city_iata,city_name,country_name
UDJ,Uzhhorod,Ukraine
UDN,Udine,Italy
UDO,Udomxay,Lao People's Democratic Republic
UDR,Udaipur,India
UEE,Queenstown,Australia
UEL,Quelimane,Mozambique
UEN,Urengoy,Russian Federation
UEO,Kume Jima,Japan
UER,Puertollano,Spain
UES,Waukesha,United States Of America
UET,Quetta,Pakistan
UFA,Ufa,Russian Federation
UFM,Falmouth,United Kingdom
UGA,Bulgan,Mongolia
UGC,Urgench,Uzbekistan
UGI,Uganik,United States Of America
UGL,Antarctica,Antarctica
UGN,Waukegan,United States Of America
UGO,Uige,Angola
UGS,Ugashik,United States Of America
UGT,Bulagtai,Mongolia
UGU,Bilogai,Indonesia
UHE,Uherske Hradiste,Czech Republic
UHF,Upper Heyford,United Kingdom
UHS,Aleksandrovsk-Sakhalinskiy,Russian Federation
UIB,Quibdo,Colombia
UIH,Quinhon,Viet Nam
UII,Utila,Honduras
UIK,Ust-Ilimsk,Russian Federation
UIL,Forks,United States Of America
UIN,Quincy,United States Of America
UIO,Quito,Ecuador
UIP,Quimper,France
UIQ,Quine Hill,Vanuatu
UIR,Quirindi,Australia
UIT,Jaluit Island,Marshall Islands
UIZ,Utica,United States Of America
UJE,Ujae Island,Marshall Islands
UJN,Uljin,Korea Republic Of
UJU,Uiju,Korea Democratic People's Republic Of
UKA,Ukunda,Kenya
UKG,Ust-Kuyga,Russian Federation
UKH,Mukhaizna,Oman
UKI,Ukiah,United States Of America
UKK,Ust-Kamenogorsk,Kazakhstan
UKN,Waukon,United States Of America
UKR,Mukeiras,Yemen
UKS,Sevastopol,Ukraine
UKT,Quakertown,United States Of America
UKU,Nuku,Papua New Guinea
UKX,Ust-Kut,Russian Federation
UKY,Kyoto,Japan
ULA,San Julian,Argentina
ULB,Ulei,Vanuatu
ULD,Ulundi,South Africa
ULE,Sule,Papua New Guinea
ULG,Olgii,Mongolia
ULH,Al Ula,Saudi Arabia
ULI,Ulithi,Micronesia Federated States Of
ULK,Lensk,Russian Federation
ULL,Mull,United Kingdom
ULM,New Ulm,United States Of America
ULN,Ulaanbaatar,Mongolia
ULO,Ulaangom,Mongolia
ULP,Quilpie,Australia
ULQ,Tulua,Colombia
ULS,Mulatos,Colombia
ULU,Gulu,Uganda
ULX,Ulusaba,South Africa
ULY,Ulyanovsk,Russian Federation
ULZ,Uliastai,Mongolia
UMA,Punta De Maisi,Cuba
UMB,Umnak Island,United States Of America
UMC,Umba,Papua New Guinea
UMD,Uummannaq,Greenland
UME,Umea,Sweden
UMI,Quince Mil,Peru
UMM,Summit,United States Of America
UMR,Woomera,Australia
UMS,Ust-Maya,Russian Federation
UMT,Umiat,United States Of America
UMU,Umuarama,Brazil
UMY,Sumy,Ukraine
UMZ,Mena,United States Of America
UNA,Ilha Comandatuba/Una,Brazil
UNC,Unguia,Colombia
UND,Kunduz,Afghanistan
UNE,Qacha's Nek,Lesotho
UNG,Kiunga,Papua New Guinea
UNI,Union Island,St Vincent And The Grenadines
UNK,Unalakleet,United States Of America
UNN,Ranong,Thailand
UNR,Ondorkhaan,Mongolia
UNT,Unst,United Kingdom
UNU,Juneau,United States Of America
UOA,Moruroa Atoll,French Polynesia
UOL,Buol,Indonesia
UON,Muong Sai,Lao People's Democratic Republic
UOS,Sewanee,United States Of America
UOX,University,United States Of America
UPA,Punta Alegre,Cuba
UPC,Puerto De La Cruz,Spain
UPF,Pforzheim,Germany
UPG,Makassar,Indonesia
UPK,Upernavik Kujalleq Heliport,Greenland
UPL,Upala,Costa Rica
UPN,Uruapan,Mexico
UPP,Hawi,United States Of America
UPR,Upiara,Papua New Guinea
UPV,Upavon,United Kingdom
UQE,Queen,United States Of America
URA,Uralsk,Kazakhstan
URB,Castilho,Brazil
URC,Urumqi,China
URD,Burg Feuerstein,Germany
URE,Kuressaare,Estonia
URG,Uruguaiana,Brazil
URI,Uribe,Colombia
URJ,Uray,Russian Federation
URM,Uriman,Venezuela
URN,Urgun,Afghanistan
URO,Rouen,France
URR,Urrao,Colombia
URS,Kursk,Russian Federation
URT,Surat Thani,Thailand
URU,Uroubi,Papua New Guinea
URY,Gurayat,Saudi Arabia
URZ,Uruzgan,Afghanistan
USA,Concord,United States Of America
USC,Union,United States Of America
USH,Ushuaia,Argentina
USI,Mabaruma,Guyana
USJ,Usharal,Kazakhstan
USK,Usinsk,Russian Federation
USL,Useless Loop,Australia
USM,Ko Samui,Thailand
USN,Ulsan,Korea Republic Of
USO,Usino,Papua New Guinea
USQ,Usak,Turkey
USR,Ust Nera,Russian Federation
USS,Sancti Spiritus,Cuba
UST,St Augustine,United States Of America
USU,Busuanga,Philippines
USX,St Austell,United Kingdom
UTA,Mutare,Zimbabwe
UTB,Muttaburra,Australia
UTC,Utrecht,Netherlands
UTD,Nutwood Downs,Australia
UTE,Butterworth,South Africa
UTG,Quthing,Lesotho
UTH,Udon Thani,Thailand
UTI,Utti,Finland
UTK,Utirik Island,Marshall Islands
UTL,Torremolinos,Spain
UTM,Tunica,United States Of America
UTN,Upington,South Africa
UTO,Utopia Creek,United States Of America
UTP,U-Tapao,Thailand
UTR,Uttaradit,Thailand
UTS,Ust-Tsilma,Russian Federation
UTT,Umtata,South Africa
UTU,Ustupo,Panama
UTW,Queenstown,South Africa
UUA,Bugulma,Russian Federation
UUD,Ulan-Ude,Russian Federation
UUK,Kuparuk,United States Of America
UUN,Baruun-Urt,Mongolia
UUS,Yuzhno-Sakhalinsk,Russian Federation
UUU,Manumu,Papua New Guinea
UVA,Uvalde,United States Of America
UVE,Ouvea,New Caledonia
UVI,Uniao Da Vitoria,Brazil
UVL,Kharga,Egypt
UVO,Uvol,Papua New Guinea
UWA,Ware,United States Of America
UWC,Worcester,United Kingdom
UWP,Wuppertal,Germany
UYL,Nyala,Sudan
UYN,Yulin,China
UYU,Uyuni,Bolivia
UZC,Uzice,Serbia
UZH,Unayzah,Saudi Arabia
UZM,Hope Bay,Canada
UZR,Urdzhar,Kazakhstan
UZU,Curuzu Cuatia,Argentina
VAA,Vaasa,Finland
VAB,Yavarate,Colombia
VAC,Varrelbusch,Germany
VAF,Valence,France
VAG,Varginha,Brazil
VAH,Vallegrande,Bolivia
VAI,Vanimo,Papua New Guinea
VAK,Chevak,United States Of America
VAL,Valenca,Brazil
VAM,Maamigili Island,Maldives
VAN,Van,Turkey
VAO,Suavanao,Solomon Islands
VAP,Valparaiso,Chile
VAR,Varna,Bulgaria
VAS,Sivas,Turkey
VAT,Vatomandry,Madagascar
VAU,Vatukoula,Fiji
VAV,Vava'u,Tonga
VAW,Vardo,Norway
VAZ,Val-D'isere,France
VBA,Ann,Myanmar
VBM,Blue Mountain,United States Of America
VBP,Bokpyin,Myanmar
VBR,Vyborg,Russian Federation
VBV,Vanuabalavu Island,Fiji
VBY,Visby,Sweden
VCA,Cantho,Viet Nam
VCB,View Cove,United States Of America
VCC,Vacaria,Brazil
VCD,Victoria River Downs,Australia
VCE,Venice,Italy
VCF,Valcheta,Argentina
VCH,Vichadero,Uruguay
VCL,Tamky,Viet Nam
VCR,Carora,Venezuela
VCS,Con Dao,Viet Nam
VCT,Victoria,United States Of America
VCV,Victorville,United States Of America
VDA,Ovda,Israel
VDB,Fagernes,Norway
VDC,Vitoria Da Conquista,Brazil
VDE,Valverde,Spain
VDH,Dong Hoi,Viet Nam
VDI,Vidalia,United States Of America
VDM,Viedma,Argentina
VDO,Quang Ninh,Viet Nam
VDP,Valle De La Pascua,Venezuela
VDR,Villa Dolores,Argentina
VDS,Vadso,Norway
VDY,Vidyanagar,India
VDZ,Valdez,United States Of America
VEE,Venetie,United States Of America
VEG,Maikwak,Guyana
VEJ,Vejle,Denmark
VEL,Vernal,United States Of America
VER,Veracruz,Mexico
VEV,Barakoma,Solomon Islands
VEX,Tioga,United States Of America
VEY,Vestmannaeyjar,Iceland
VFA,Victoria Falls,Zimbabwe
VGA,Vijayawada,India
VGD,Vologda,Russian Federation
VGG,Vangrieng,Lao People's Democratic Republic
VGO,Vigo,Spain
VGS,General Villegas,Argentina
VGZ,Mocoa,Colombia
VHC,Saurimo,Angola
VHM,Vilhelmina,Sweden
VHN,Van Horn,United States Of America
VHV,Verkhnevilyuysk,Russian Federation
VHY,Vichy,France
VHZ,Vahitahi,French Polynesia
VIA,Videira,Brazil
VIB,Villa Constitucion,Mexico
VIC,Vicenza,Italy
VID,Vidin,Bulgaria
VIE,Vienna,Austria
VIF,Vieste,Italy
VIG,El Vigia,Venezuela
VIH,Rolla/Vichy,United States Of America
VII,Vinh City,Viet Nam
VIJ,Virgin Gorda,"Virgin Islands, British"
VIK,Kavik,United States Of America
VIL,Dakhla,Morocco
VIN,Vinnytsia,Ukraine
VIQ,Viqueque,Timor-Leste
VIS,Visalia,United States Of America
VIT,Vitoria,Spain
VIU,Viru Harbour,Solomon Islands
VIV,Vivigani,Papua New Guinea
VIX,Vitoria,Brazil
VJB,Xai-Xai,Mozambique
VJI,Abingdon,United States Of America
VJQ,Gurue,Mozambique
VKG,Rachgia,Viet Nam
VKS,Vicksburg,United States Of America
VKT,Vorkuta,Russian Federation
VKW,West Kavik,United States Of America
VLA,Vandalia,United States Of America
VLC,Valencia,Spain
VLD,Valdosta,United States Of America
VLE,Grand Canyon,United States Of America
VLG,Villa Gesell,Argentina
VLI,Port Vila,Vanuatu
VLK,Volgodonsk,Russian Federation
VLL,Valladolid,Spain
VLM,Villamontes,Bolivia
VLN,Valencia,Venezuela
VLO,Vallejo,United States Of America
VLP,Vila Rica,Brazil
VLR,Vallenar,Chile
VLS,Valesdir,Vanuatu
VLU,Velikiye Luki,Russian Federation
VLV,Valera,Venezuela
VLY,Anglesey,United Kingdom
VME,Villa Mercedes,Argentina
VMI,Puerto Valle Mi,Paraguay
VMU,Baimuru,Papua New Guinea
VNA,Salavan,Lao People's Democratic Republic
VNC,Venice,United States Of America
VND,Vangaindrano,Madagascar
VNE,Vannes,France
VNG,Viengxay,Lao People's Democratic Republic
VNL,Vinales,Cuba
VNO,Vilnius,Lithuania
VNR,Vanrook Station,Australia
VNS,Varanasi,India
VNT,Ventspils,Latvia
VNX,Vilankulos,Mozambique
VNZ,Vicenza,Italy
VOG,Volgograd,Russian Federation
VOH,Vohimarina,Madagascar
VOI,Voinjama,Liberia
VOK,Camp Douglas,United States Of America
VOL,Volos,Greece
VOT,Votuporanga,Brazil
VOZ,Voronezh,Russian Federation
VPE,Ondjiva,Angola
VPG,Vipingo,Kenya
VPN,Vopnafjordur,Iceland
VPS,Destin/Ft Walton Beach,United States Of America
VPY,Chimoio,Mozambique
VPZ,Valparaiso,United States Of America
VQS,Vieques,Puerto Rico
VRA,Varadero,Cuba
VRB,Vero Beach,United States Of America
VRC,Virac,Philippines
VRE,Vredendal,South Africa
VRI,Varandey,Russian Federation
VRK,Varkaus,Finland
VRL,Vila Real,Portugal
VRN,Verona,Italy
VRR,Vlore,Albania
VRS,Versailles,United States Of America
VRU,Vryburg,South Africa
VRY,Vaeroy,Norway
VRZ,Lavras,Brazil
VSA,Villahermosa,Mexico
VSE,Viseu,Portugal
VSF,Springfield,United States Of America
VSG,Luhansk,Ukraine
VSK,Kennewick,United States Of America
VSN,Venlo,Netherlands
VSO,Phuoc Long,Viet Nam
VTA,Victoria,Honduras
VTB,Vitebsk,Belarus
VTE,Vientiane,Lao People's Democratic Republic
VTF,Vatulele Island,Fiji
VTG,Vung Tau,Viet Nam
VTL,Vittel,France
VTM,Nevatim,Israel
VTN,Valentine,United States Of America
VTU,Las Tunas,Cuba
VTZ,Vishakhapatnam,India
VUP,Valledupar,Colombia
VUS,Veliky Ustyug,Russian Federation
VUU,Liwonde,Malawi
VVB,Mahanoro,Madagascar
VVC,Villavicencio,Colombia
VVK,Vastervik,Sweden
VVN,Malvinas,Peru
VVO,Vladivostok,Russian Federation
VVZ,Illizi,Algeria
VWA,Shenyangbei,China
VWB,Changchun,China
VXC,Lichinga,Mozambique
VXE,Sao Vicente Island,Cape Verde
VXO,Vaxjo,Sweden
VYD,Vryheid,South Africa
VYI,Vilyuysk,Russian Federation
VYS,Peru,United States Of America
WAA,Wales,United States Of America
WAB,Wabag,Papua New Guinea
WAC,Waca,Ethiopia
WAD,Andriamena,Madagascar
WAE,Wadi Al Dawaser,Saudi Arabia
WAF,Wana,Pakistan
WAG,Wanganui,New Zealand
WAH,Wahpeton,United States Of America
WAI,Antsohihy,Madagascar
WAJ,Wawoi Falls,Papua New Guinea
WAK,Ankazoabo,Madagascar
WAL,Wallops Island,United States Of America
WAM,Ambatondrazaka,Madagascar
WAN,Waverney,Australia
WAO,Wabo,Papua New Guinea
WAP,Alto Palena,Chile
WAQ,Antsalova,Madagascar
WAR,Waris,Indonesia
WAS,Washington,United States Of America
WAT,Waterford,Ireland Republic Of
WAU,Wauchope,Australia
WAV,Wave Hill,Australia
WAW,Warsaw,Poland
WAX,Zuara,Libya
WAY,Waynesburg,United States Of America
WAZ,Warwick,Australia
WBA,Seram Island,Indonesia
WBB,Stebbins,United States Of America
WBC,Wapolu,Papua New Guinea
WBD,Befandriana,Madagascar
WBE,Bealanana,Madagascar
WBG,Schleswig,Germany
WBK,West Branch,United States Of America
WBM,Wapenamanda,Papua New Guinea
WBN,Woburn,United States Of America
WBO,Beroroha,Madagascar
WBQ,Beaver,United States Of America
WBR,Big Rapids,United States Of America
WBU,Boulder,United States Of America
WCA,Castro,Chile
WCC,West Coast Cities,United States Of America
WCD,Carosue Dam,Australia
WCH,Chaiten,Chile
WCR,Chandalar Lake,United States Of America
WDA,Wadi Ain,Yemen
WDB,Deep Bay,United States Of America
WDG,Enid,United States Of America
WDH,Windhoek,
WDI,Wondai,Australia
WDN,Waldron Island,United States Of America
WDR,Winder,United States Of America
WDS,Shiyan,China
WEA,Weatherford,United States Of America
WEC,Wenchang,China
WED,Wedau,Papua New Guinea
WEF,Weifang,China
WEH,Weihai,China
WEI,Weipa,Australia
WEL,Welkom,South Africa
WEM,West Malling,United Kingdom
WEP,Weam,Papua New Guinea
WES,Weasua,Liberia
WET,Waghete,Indonesia
WEW,Wee Waa,Australia
WEX,Wexford,Ireland Republic Of
WFD,Woodford,United Kingdom
WFI,Fianarantsoa,Madagascar
WFK,Frenchville,United States Of America
WGA,Wagga Wagga,Australia
WGB,Bahawalnagar,Pakistan
WGC,Warangal,India
WGE,Walgett,Australia
WGF,Manama,Bahrain
WGL,Isle Baltra,Ecuador
WGN,Shaoyang,China
WGO,Winchester,United States Of America
WGP,Waingapu,Indonesia
WGT,Wangaratta,Australia
WGU,Wagau,Papua New Guinea
WGY,Wagny,Gabon
WGZ,Manly,Australia
WHB,Eliwana,Australia
WHD,Hyder,United States Of America
WHF,Wadi Halfa,Sudan
WHK,Whakatane,New Zealand
WHL,Welshpool,Australia
WHO,Franz Josef,New Zealand
WHS,Whalsay,United Kingdom
WHT,Wharton,United States Of America
WHU,Wuhu,China
WHZ,Wuhan,China
WIB,Wilbarger,United States Of America
WIC,Wick,United Kingdom
WID,Wildenrath,Germany
WIE,Wiesbaden,Germany
WIK,Surfdale,New Zealand
WIN,Winton,Australia
WIO,Wilcannia,Australia
WIR,Wairoa,New Zealand
WIT,Wittenoom Gorge,Australia
WIU,Witu,Papua New Guinea
WJA,Woja Island,Marshall Islands
WJF,Lancaster,United States Of America
WJR,Wajir,Kenya
WJU,Won-Ju,Korea Republic Of
WKA,Wanaka,New Zealand
WKB,Warracknabeal,Australia
WKI,Hwange,Zimbabwe
WKJ,Wakkanai,Japan
WKK,Aleknagik,United States Of America
WKL,Waikoloa,United States Of America
WKN,Wakunai,Papua New Guinea
WKR,Walkers Cay,Bahamas
WLA,Wallal Downs,Australia
WLB,Labouchere Bay,United States Of America
WLC,Walcha,Australia
WLD,Winfield/Arkansas City,United States Of America
WLE,Miles,Australia
WLG,Wellington,New Zealand
WLH,Walaha,Vanuatu
WLI,Wenling,China
WLK,Selawik,United States Of America
WLL,Wollogorang,Australia
WLM,Waltham,United States Of America
WLN,Little Naukati,United States Of America
WLO,Waterloo,Australia
WLP,West Angelas,Australia
WLR,Loring,United States Of America
WLS,Wallis Island,Wallis And Futuna Islands
WLW,Willows,United States Of America
WMA,Mandritsara,Madagascar
WMB,Warrnambool,Australia
WMC,Winnemucca,United States Of America
WMD,Mandabe,Madagascar
WME,Mount Keith,Australia
WMH,Mountain Home,United States Of America
WMI,Nowy Dwor Mazowiecki,Poland
WMK,Meyers Chuck,United States Of America
WML,Malaimbandy,Madagascar
WMN,Maroantsetra,Madagascar
WMO,White Mountain,United States Of America
WMP,Mampikony,Madagascar
WMR,Mananara Avaratra,Madagascar
WMV,Madirovalo,Madagascar
WMX,Wamena,Indonesia
WNA,Napakiak,United States Of America
WNC,Winchester,United Kingdom
WND,Windarra,Australia
WNE,Wora Na Yeno,Gabon
WNH,Wenshan,China
WNI,Wangiwangi Island,Indonesia
WNN,Wunnummin Lake,Canada
WNP,Naga,Philippines
WNR,Windorah,Australia
WNS,Nawabshah,Pakistan
WNU,Wanuma,Papua New Guinea
WNZ,Wenzhou,China
WOA,Wonenara,Papua New Guinea
WOD,Wood River,United States Of America
WOE,Bergen Op Zoom,Netherlands
WOG,Woodgreen,Australia
WOI,Wologissi,Liberia
WOK,Uonquen,Venezuela
WOL,Wollongong,Australia
WON,Wondoola,Australia
WOO,Woodchopper,United States Of America
WOR,Ankorefo,Madagascar
WOS,Wonson,Korea Democratic People's Republic Of
WOT,Wang'an,Chinese Taipei
WOW,Willow,United States Of America
WPA,Puerto Aisen,Chile
WPB,Port Berge Vaovao,Madagascar
WPC,Pincher Creek,Canada
WPK,Wrotham Park,Australia
WPM,Wipim,Papua New Guinea
WPO,Paonia,United States Of America
WPR,Porvenir,Chile
WPS,Persepolis,Iran Islamic Republic Of
WPU,Puerto Williams,Chile
WRA,Warder,Ethiopia
WRE,Whangarei,New Zealand
WRG,Wrangell,United States Of America
WRH,Wuerhe,China
WRI,Wrightstown,United States Of America
WRL,Worland,United States Of America
WRN,Windarling,Australia
WRO,Wroclaw,Poland
WRT,Warton,United Kingdom
WRW,Warrawagine Station,Australia
WRY,Westray,United Kingdom
WRZ,Weerawila,Sri Lanka
WSA,Wasua,Papua New Guinea
WSB,Steamboat Bay,United States Of America
WSD,White Sands,United States Of America
WSE,Santa Cecilia,Ecuador
WSF,Cape Sarichef,United States Of America
WSG,Washington,United States Of America
WSH,Shirley,United States Of America
WSJ,San Juan,United States Of America
WSK,Wushan,China
WSM,Wiseman,United States Of America
WSN,South Naknek,United States Of America
WSO,Wasjabo,Suriname
WSP,Waspam,Nicaragua
WSR,Wasior,Indonesia
WSS,Swansea,United Kingdom
WST,Westerly,United States Of America
WSU,Wasu,Papua New Guinea
WSX,Westsound,United States Of America
WSY,Airlie Beach/Shute Hbr,Australia
WSZ,Westport,New Zealand
WTA,Tambohorano,Madagascar
WTD,West End,Bahamas
WTE,Wotje Island,Marshall Islands
WTK,Noatak,United States Of America
WTL,Tuntutuliak,United States Of America
WTN,Waddington,United Kingdom
WTO,Wotho Island,Marshall Islands
WTP,Woitape,Papua New Guinea
WTR,Whiteriver,United States Of America
WTS,Tsiroanomandidy,Madagascar
WTT,Wantoat,Papua New Guinea
WTZ,Whitianga,New Zealand
WUA,Wuhai,China
WUD,Wudinna,Australia
WUG,Wau,Papua New Guinea
WUH,Wuhan,China
WUI,Murrin,Australia
WUK,Hammersmith,United Kingdom
WUM,Wasum,Papua New Guinea
WUN,Wiluna,Australia
WUS,Wuyishan,China
WUT,Xinzhou,China
WUU,Wau,South Sudan
WUV,Wuvulu Island,Papua New Guinea
WUX,Wuxi,China
WUZ,Wuzhou,China
WVB,Walvis Bay,
WVI,Watsonville,United States Of America
WVK,Manakara,Madagascar
WVL,Waterville,United States Of America
WVN,Wilhelmshaven,Germany
WWA,Wasilla,United States Of America
WWD,Wildwood,United States Of America
WWG,Al Koude,Oman
WWI,Woodie Woodie,Australia
WWK,Wewak,Papua New Guinea
WWP,Whale Pass,United States Of America
WWR,Woodward,United States Of America
WWS,Wildwood,United States Of America
WWT,Newtok,United States Of America
WWY,West Wyalong,Australia
WXF,Watford Junction,United Kingdom
WXJ,Wanning,China
WXN,Wanzhou,China
WYA,Whyalla,Australia
WYB,Yes Bay,United States Of America
WYE,Yengema,Sierra Leone
WYN,Wyndham,Australia
WYS,West Yellowstone,United States Of America
WZA,Wa,Ghana
WZQ,Urad Middle Banner,China
XAB,Abbeville,France
XAC,Arcachon,France
XAG,Agde,France
XAH,Silkeborg,Denmark
XAI,Xinyang,China
XAJ,Hirtshals,Denmark
XAL,Alamos,Mexico
XAM,Amboise,France
XAN,Alencon,France
XAP,Chapeco,Brazil
XAQ,Broenderslev,Denmark
XAR,Aribinda,Burkina Faso
XAS,Ales,France
XAT,Antibes,France
XAU,Saul,French Guiana
XAV,Albertville,France
XAW,Capreol,Canada
XAY,Xayabury,Lao People's Democratic Republic
XAZ,Campbellton,Canada
XBA,Bareges,France
XBB,Blubber Bay,Canada
XBC,Briancon,France
XBD,Bar-Le-Duc,France
XBE,Bearskin Lake,Canada
XBF,Bellegarde,France
XBG,Bogande,Burkina Faso
XBH,Bethune,France
XBI,Le Bourg-D'oisans,France
XBJ,Birjand,Iran Islamic Republic Of
XBK,Bourg-En-Bresse,France
XBL,Buno Bedelle,Ethiopia
XBM,Beaulieu-Sur-Mer,France
XBN,Biniguni,Papua New Guinea
XBO,Boulsa,Burkina Faso
XBP,La Baule-Les-Pins,France
XBQ,Blois,France
XBR,Brockville,Canada
XBS,Boulogne-Sur-Mer,France
XBT,Boulogne-Billancourt,France
XBU,Banyuls-Sur-Mer,France
XBV,Beaune,France
XBX,Bernay,France
XBY,Bayonne,France
XBZ,Bandol,France
XCB,Cambrai,France
XCC,Le Creusot/Montceau Tgv,France
XCD,Chalon-Sur-Saone,France
XCE,Cerbere,France
XCF,Chamonix-Mont Blanc,France
XCG,Cagnes-Sur-Mer,France
XCH,Christmas Island,"Christmas Island, Indian Ocean"
XCI,Chambord,Canada
XCJ,Marigot,Saint Martin
XCK,St-Die,France
XCL,Cluff Lake,Canada
XCM,Chatham,Canada
XCN,Coron,Philippines
XCO,Colac,Australia
XCP,Compiegne,France
XCQ,Chamrousse,France
XCS,Caussade,France
XCT,La Ciotat,France
XCU,Collioure,France
XCV,Chantilly,France
XCW,Chaumont,France
XCX,Chatellerault,France
XCY,Chateau-Thierry,France
XCZ,Charleville-Mezieres,France
XDA,Dax,France
XDC,Dives/Cabourg,France
XDE,Diebougou,Burkina Faso
XDI,Digne,France
XDJ,Djibo,Burkina Faso
XDK,Dunkerque,France
XDL,Chandler,Canada
XDM,Drummondville,Canada
XDN,Douai,France
XDO,Grande-Riviere,Canada
XDR,Dreux,France
XDU,Hervey,Canada
XEB,Evian-Les-Bains,France
XED,Disneyland Paris Marne/Chessey Rail,France
XEE,Lac Edouard,Canada
XEH,Ladysmith,Canada
XEI,Tsukuba,Japan
XEJ,Langford,Canada
XEK,Melville,Canada
XEL,New Carlisle,Canada
XEM,New Richmond,Canada
XEN,Xingcheng,China
XEO,Oqatsut,Greenland
XEP,Epernay,France
XEQ,Tasiuasaq,Greenland
XES,Lake Geneva,United States Of America
XEW,Stockholm Flemingsberg,Sweden
XEX,Paris Aerogare Des Invalides Bus St,France
XEZ,Sodertalje S,Sweden
XFB,Fontainebleau,France
XFC,Fredericton Junction,Canada
XFD,Stratford,Canada
XFE,Parent,Canada
XFG,Perce,Canada
XFH,Strangnas,Sweden
XFI,Port-Daniel,Canada
XFK,Senneterre,Canada
XFL,Shawinigan,Canada
XFM,Shawnigan,Canada
XFN,Xiangyang,China
XFO,Taschereau,Canada
XFQ,Weymont,Canada
XFS,Alexandria,Canada
XFT,Fo Tan,China
XFU,Tierp,Sweden
XFV,Brantford,Canada
XFX,Foix,France
XGA,Gaoua,Burkina Faso
XGC,Lund C,Sweden
XGD,Arendal,Norway
XGF,St-Gervais/Le Fayet,France
XGG,Gorom-Gorom,Burkina Faso
XGH,Flam,Norway
XGI,Andalsnes,Norway
XGJ,Cobourg,Canada
XGK,Coteau,Canada
XGL,Angouleme,France
XGM,Grantham,United Kingdom
XGN,Xangongo,Angola
XGO,Santiago,Brazil
XGP,Dombas,Norway
XGQ,Saariselka,Finland
XGR,Kangiqsualujjuaq,Canada
XGS,Gjerstad,Norway
XGT,Gueret,France
XGU,Asker,Norway
XGV,St-Gilles/Croix-De-Vie,France
XGW,Gananoque,Canada
XGX,Levi,Finland
XGY,Grimsby,Canada
XGZ,Bregenz,Austria
XHA,Yllasjarvi,Finland
XHC,Akaslompolo,Finland
XHD,Ruka,Finland
XHE,Tgv Haute Picardie,France
XHF,Honefoss,Norway
XHI,Herzogenaurach,Germany
XHL,Nelaug,Norway
XHM,Georgetown,Canada
XHO,Dongguan City,China
XHQ,Artvin Hopa,Turkey
XHR,Timbo,Brazil
XHS,Chemainus,Canada
XHT,Arna,Norway
XHU,Huntingdon,United Kingdom
XHV,Brasov,Romania
XHY,Hendaye,France
XIA,Guelph Central,Canada
XIB,Ingersoll,Canada
XIC,Xichang,China
XID,Maxville,Canada
XIE,Xienglom,Lao People's Democratic Republic
XIF,Napanee,Canada
XIG,Xinguara,Brazil
XIH,Khan Al Baghdadi,Iraq
XII,Prestcott,Canada
XIJ,Ahmed Al Jaber,Kuwait
XIL,Xilinhot,China
XIM,St Hyacinthe,Canada
XIN,Xingning,China
XIO,St Marys,Canada
XIP,Woodstock,Canada
XIQ,Ilimanaq,Greenland
XIS,Dionisio Cerqueira,Brazil
XJA,Alvdal,Norway
XJD,Al Udeid,Qatar
XJK,Klaipeda/Palanga,Lithuania
XJL,Joliette,Canada
XJM,Mangla,Pakistan
XJO,Soria,Spain
XJQ,Jonquiere,Canada
XJR,Lorca,Spain
XJW,Xiaogan North,China
XJZ,St-Jean-De-Luz,France
XKA,Kantchari,Burkina Faso
XKB,Kongsberg,Norway
XKC,Sandnes,Norway
XKD,Halden,Norway
XKE,Rena,Norway
XKF,Fredrikstad,Norway
XKG,Grong,Norway
XKH,Phonsavan,Lao People's Democratic Republic
XKI,Lillestrom,Norway
XKJ,Steinkjer,Norway
XKK,Larvik,Norway
XKM,Moss,Norway
XKN,Finse,Norway
XKO,Kemano,Canada
XKP,Porsgrunn,Norway
XKQ,Sarpsborg,Norway
XKS,Kasabonika,Canada
XKT,Kennedy Town,China
XKU,Kusadasi,Turkey
XKV,Sackville,Canada
XKW,Tonsberg,Norway
XKY,Kaya,Burkina Faso
